,saleamt,saleTransDate,identifier.Id,identifier.fips,identifier.apn,identifier.attomId,lot.lotSize1,address.country,address.countrySubd,address.line1,address.line2,address.locality,address.matchCode,address.oneLine,address.postal1,address.postal2,address.postal3,location.accuracy,location.latitude,location.longitude,location.distance,location.geoid,location.geoIdV4.CO,location.geoIdV4.CS,location.geoIdV4.DB,location.geoIdV4.N4,location.geoIdV4.SB,location.geoIdV4.ZI,summary.propclass,summary.propsubtype,summary.proptype,summary.yearbuilt,summary.propLandUse,summary.propIndicator,building.size.universalsize,building.rooms.bathstotal,building.rooms.beds,vintage.lastModified,vintage.pubDate,identifier.apnOrig,location.geoIdV4.PL
447,145000.0,2019-08-23,3639756,34029,07  01135-0000-00003-  01,3639756,0.1924931,US,NJ,241 VAN ZILE RD,"BRICK, NJ 08724",BRICK,ExaStr,"241 VAN ZILE RD, BRICK, NJ 08724",08724,2523,C050,Rooftop,40.081216,-74.119687,0.0,"CO34029, CS3407420, DB3402220, SB0000147989, SB0000147990, SB0000149789, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,475ef681997e7335410adec0f217cb1f",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1930.0,SFR,10,1268,1.0,3.0,2020-01-08,2020-01-08,,
448,775000.0,2022-03-14,3646203,34029,07  01386-  11-00029,3646203,0.3486915,US,NJ,607 WINDCREST CT,"BRICK, NJ 08724",BRICK,ExaStr,"607 WINDCREST CT, BRICK, NJ 08724",08724,1300,C038,Rooftop,40.110110,-74.108603,0.0,"CO34029, CS3407420, DB3402220, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,2001.0,SFR,10,2902,4.0,4.0,2022-10-05,2022-10-05,,
449,273000.0,2016-08-01,3646204,34029,07  01386-  01-00017,3646204,0.4898072,US,NJ,2305 LANES MILL RD,"BRICK, NJ 08724",BRICK,ExaStr,"2305 LANES MILL RD, BRICK, NJ 08724",08724,1004,R002,Rooftop,40.112148,-74.109670,0.0,"CO34029, CS3407420, DB3402220, RS0000270728, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,42c5afc7c04786f9a078b044d933faf5,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1973.0,SFR,10,1944,3.0,4.0,2022-11-10,2022-11-10,,
450,323500.0,2016-08-19,3646205,34029,07  01386-  01-00016,3646205,0.5112948,US,NJ,2301 LANES MILL RD,"BRICK, NJ 08724",BRICK,ExaStr,"2301 LANES MILL RD, BRICK, NJ 08724",08724,1004,R002,Rooftop,40.111854,-74.109994,0.0,"CO34029, CS3407420, DB3402220, RS0000270728, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,42c5afc7c04786f9a078b044d933faf5,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1973.0,SFR,10,2350,3.0,4.0,2022-11-10,2022-11-10,,
451,,2021-08-05,3646206,34029,07  01421-0000-00016,3646206,0.8,US,NJ,2304 LANES MILL RD,"BRICK, NJ 08724",BRICK,ExaStr,"2304 LANES MILL RD, BRICK, NJ 08724",08724,1005,R002,Rooftop,40.112572,-74.110202,0.0,"CO34029, CS3407420, DB3402220, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1890.0,SFR,10,1451,1.0,4.0,2022-01-09,2022-01-09,,
452,338000.0,2019-12-18,3646210,34029,07  01386-  01-00014,3646210,0.5090909,US,NJ,2293 LANES MILL RD,"BRICK, NJ 08724",BRICK,ExaStr,"2293 LANES MILL RD, BRICK, NJ 08724",08724,1002,R002,Rooftop,40.111621,-74.110626,0.0,"CO34029, CS3407420, DB3402220, RS0000270728, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,42c5afc7c04786f9a078b044d933faf5,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1973.0,SFR,10,2120,3.0,4.0,2020-02-05,2020-02-05,,
453,,2017-04-21,3646211,34029,07  01422-  06-00055,3646211,1.66,US,NJ,647 HERBERTSVILLE RD,"BRICK, NJ 08724",BRICK,ExaStr,"647 HERBERTSVILLE RD, BRICK, NJ 08724",08724,1151,R002,Rooftop,40.113304,-74.109762,0.0,"CO34029, CS3407420, DB3402220, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1965.0,SFR,10,1388,2.0,3.0,2022-04-25,2022-04-25,,
454,195000.0,2011-01-26,3646212,34029,07  01386-  01-00013,3646212,0.5090909,US,NJ,2291 LANES MILL RD,"BRICK, NJ 08724",BRICK,ExaStr,"2291 LANES MILL RD, BRICK, NJ 08724",08724,1002,R002,Rooftop,40.111514,-74.110923,0.0,"CO34029, CS3407420, DB3402220, RS0000270728, SB0000147987, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,42c5afc7c04786f9a078b044d933faf5,"77f11cd01f2162689f97758fc8213ad1,92b7e3a00ec3da5d1339fc2f573358a5",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1973.0,SFR,10,1515,2.0,3.0,2018-04-27,2018-04-27,,
455,245000.0,2018-07-05,3671048,34029,07  01192-  39-00007-  01,3671048,0.1808081,US,NJ,1674 BURRSVILLE RD,"BRICK, NJ 08724",BRICK,ExaStr,"1674 BURRSVILLE RD, BRICK, NJ 08724",08724,2330,C079,Rooftop,40.088582,-74.142625,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,eedd93b3ac80e116e48b209a6a0a64d2,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1977.0,SFR,10,1692,3.0,5.0,2019-11-09,2019-11-09,,
456,218000.0,2015-07-10,3671052,34029,07  01430-  01-00015,3671052,0.232438,US,NJ,12 ROSALIND RD,"BRICK, NJ 08724",BRICK,ExaStr,"12 ROSALIND RD, BRICK, NJ 08724",08724,7128,C031,Rooftop,40.098703,-74.145910,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1958.0,SFR,10,960,1.0,2.0,2022-10-05,2022-10-05,,
457,395000.0,2022-02-18,3671053,34029,07  01192-  02-00063,3671053,0.1033058,US,NJ,67 MARKHAM RD,"BRICK, NJ 08724",BRICK,ExaStr,"67 MARKHAM RD, BRICK, NJ 08724",08724,1937,C034,Rooftop,40.094637,-74.142417,0.0,"CO34029, CS3407420, DB3402220, RS0000268499, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,eedd93b3ac80e116e48b209a6a0a64d2,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1978.0,SFR,10,1370,2.0,2.0,2022-04-07,2022-04-07,,
458,305000.0,2005-06-14,3671054,34029,07  01430-  06-00016,3671054,0.3620983,US,NJ,36 SANFORD RD,"BRICK, NJ 08724",BRICK,ExaStr,"36 SANFORD RD, BRICK, NJ 08724",08724,7134,C031,Rooftop,40.102363,-74.146183,0.0,"CO34029, CS3407420, DB3405610, DB3407560, SB0000102721, SB0000133205, SB0000133212, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,"35f6b790c4ff5e14bd7e24453b95b8b7,19c3e2ba034800a1ab43160454a103aa,1148fea364fe87499fb99cef79d52513",,"77f11cd01f2162689f97758fc8213ad1,0360ccbbc494a1face362d17b0b2d10e,6cc582b5c71111bf85e30016827d5235,aa39c0905ea65584fc4c1d0bfa43c9c3,d38c66da926a0a640da299a02c776c78,a950220bc2fe30f9ce178cfc8f646c40,c0917319b635e618e4d0a5b3b0bb1c3e",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1957.0,SFR,10,1580,2.0,3.0,2022-10-29,2022-10-29,,
459,,,3671056,34029,07  01447-  05-00014,3671056,0.2410468,US,NJ,12 BARBARA LN,"BRICK, NJ 08724",BRICK,ExaStr,"12 BARBARA LN, BRICK, NJ 08724",08724,7001,C031,Rooftop,40.097340,-74.150838,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1958.0,SFR,10,1170,2.0,4.0,,,,
460,,,3671060,34029,07  01447-  05-00018,3671060,0.2306933,US,NJ,20 BARBARA LN,"BRICK, NJ 08724",BRICK,ExaStr,"20 BARBARA LN, BRICK, NJ 08724",08724,7001,C031,Rooftop,40.096511,-74.150833,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1958.0,SFR,10,1156,1.0,3.0,,,,
461,87454.0,2019-08-20,3671061,34029,07  01447-  05-00012,3671061,0.2458907,US,NJ,72 NEIL AVE,"BRICK, NJ 08724",BRICK,ExaStr,"72 NEIL AVE, BRICK, NJ 08724",08724,7022,C031,Rooftop,40.097804,-74.150679,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1958.0,SFR,10,1000,1.0,3.0,2022-04-27,2022-04-27,,
462,141000.0,2002-01-22,3671062,34029,07  01447-  05-00019,3671062,0.1584022,US,NJ,22 BARBARA LN,"BRICK, NJ 08724",BRICK,ExaStr,"22 BARBARA LN, BRICK, NJ 08724",08724,7001,C031,Rooftop,40.096326,-74.150813,0.0,"CO34029, CS3407420, DB3402220, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1958.0,SFR,10,1000,1.0,3.0,2022-11-03,2022-11-03,,
463,305000.0,2006-12-04,3671063,34029,07  01447-  04-00008,3671063,0.2151974,US,NJ,11 BARBARA LN,"BRICK, NJ 08724",BRICK,ExaStr,"11 BARBARA LN, BRICK, NJ 08724",08724,7002,C031,Rooftop,40.097454,-74.150161,0.0,"CO34029, CS3407420, DB3402220, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Single Family Residence / Townhouse,Residential,SFR,1957.0,SFR,10,1388,1.0,3.0,2022-10-29,2022-10-29,,
464,190000.0,2016-06-21,3671108,34029,0701429000000017        C134,3671108,0.1499082,US,NJ,34 CHERRYWOOD CIR # 134,"BRICK, NJ 08724",BRICK,ExaStr,"34 CHERRYWOOD CIR # 134, BRICK, NJ 08724",08724,5205,C064,Rooftop,40.099567,-74.137610,0.0,"CO34029, CS3407420, DB3402220, RS0000322113, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,91fbfc4b7ae129b96e0484a80b723dac,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1997.0,CONDOMINIUM,11,1439,2.0,2.0,2022-11-10,2022-11-10,0701429000000017C134,
465,252000.0,2013-08-14,3671109,34029,0701429000000017        C132,3671109,0.1980946,US,NJ,32 CHERRYWOOD CIR # 132,"BRICK, NJ 08724",BRICK,ExaStr,"32 CHERRYWOOD CIR # 132, BRICK, NJ 08724",08724,5205,C064,Rooftop,40.099695,-74.137699,0.0,"CO34029, CS3407420, DB3402220, RS0000322113, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,91fbfc4b7ae129b96e0484a80b723dac,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1997.0,CONDOMINIUM,11,1914,3.0,3.0,2022-10-31,2022-10-31,0701429000000017C132,
466,270000.0,2018-03-01,3671110,34029,0701429000000017        C131,3671110,0.1980946,US,NJ,31 CHERRYWOOD CIR # 131,"BRICK, NJ 08724",BRICK,ExaStr,"31 CHERRYWOOD CIR # 131, BRICK, NJ 08724",08724,5205,C064,Rooftop,40.099773,-74.137650,0.0,"CO34029, CS3407420, DB3402220, RS0000322113, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,91fbfc4b7ae129b96e0484a80b723dac,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1997.0,CONDOMINIUM,11,1914,3.0,3.0,2019-11-09,2019-11-09,0701429000000017C131,
467,258000.0,2013-09-30,3671111,34029,0701429000000017        C136,3671111,0.1980946,US,NJ,36 CHERRYWOOD CIR # 136,"BRICK, NJ 08724",BRICK,ExaStr,"36 CHERRYWOOD CIR # 136, BRICK, NJ 08724",08724,5205,C064,Rooftop,40.099286,-74.137449,0.0,"CO34029, CS3407420, DB3402220, RS0000322113, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,91fbfc4b7ae129b96e0484a80b723dac,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1997.0,CONDOMINIUM,11,1914,3.0,3.0,2022-11-08,2022-11-08,0701429000000017C136,
468,299900.0,2020-08-05,3671115,34029,0701429000000017        C138,3671115,0.1980946,US,NJ,38 CHERRYWOOD CIR # 138,"BRICK, NJ 08724",BRICK,ExaStr,"38 CHERRYWOOD CIR # 138, BRICK, NJ 08724",08724,5205,C064,Rooftop,40.099146,-74.137432,0.0,"CO34029, CS3407420, DB3402220, RS0000322113, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,91fbfc4b7ae129b96e0484a80b723dac,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1991.0,CONDOMINIUM,11,1914,3.0,3.0,2020-11-04,2020-11-04,0701429000000017C138,
469,,,3671116,34029,0701429000000017        C139,3671116,0.1980946,US,NJ,39 CHERRYWOOD CIR # 139,"BRICK, NJ 08724",BRICK,ExaStr,"39 CHERRYWOOD CIR # 139, BRICK, NJ 08724",08724,5205,C064,Rooftop,40.099064,-74.137427,0.0,"CO34029, CS3407420, DB3402220, RS0000322113, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,91fbfc4b7ae129b96e0484a80b723dac,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1998.0,CONDOMINIUM,11,1914,3.0,3.0,,,0701429000000017C139,
470,181000.0,2005-06-22,3709939,34029,07  01427-0000-00005-0000-C0001,3709939,0.1188017,US,NJ,1 BRIAR MILLS DR,"BRICK, NJ 08724",BRICK,ExaStr,"1 BRIAR MILLS DR, BRICK, NJ 08724",08724,1435,C080,Rooftop,40.106719,-74.131183,0.0,"CO34029, CS3407420, DB3402220, RS0000305954, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,b34509458f4b6e207e3e7e123db964eb,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1120,2.0,2.0,2022-09-30,2022-09-30,,
471,145000.0,2018-06-14,3709940,34029,07  01427-0000-00005-0000-C0155,3709940,0.1426079,US,NJ,155 BRIAR MILLS DR,"BRICK, NJ 08724",BRICK,ExaStr,"155 BRIAR MILLS DR, BRICK, NJ 08724",08724,1492,C080,Rooftop,40.108413,-74.132728,0.0,"CO34029, CS3407420, DB3402220, RS0000305954, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,b34509458f4b6e207e3e7e123db964eb,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1330,2.0,3.0,2019-11-09,2019-11-09,,
472,198000.0,2022-03-11,3709944,34029,07  01427-0000-00005-0000-C0122,3709944,0.119697,US,NJ,122 BRIAR MILLS DR,"BRICK, NJ 08724",BRICK,ExaStr,"122 BRIAR MILLS DR, BRICK, NJ 08724",08724,1454,C080,Rooftop,40.107448,-74.133333,0.0,"CO34029, CS3407420, DB3402220, RS0000305954, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,b34509458f4b6e207e3e7e123db964eb,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1120,2.0,2.0,2022-10-03,2022-10-03,,
473,182000.0,2005-04-28,3709945,34029,07  01427-0000-00005-0000-C0167,3709945,0.1188017,US,NJ,167 BRIAR MILLS DR,"BRICK, NJ 08724",BRICK,ExaStr,"167 BRIAR MILLS DR, BRICK, NJ 08724",08724,1492,C080,Rooftop,40.108678,-74.132606,0.0,"CO34029, CS3407420, DB3402220, RS0000305954, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,b34509458f4b6e207e3e7e123db964eb,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1120,2.0,2.0,2022-10-27,2022-10-27,,
474,107000.0,2016-10-14,3709947,34029,07  01427-0000-00006-0000-C1802,3709947,0.1216024,US,NJ,38 SUTTON DR,"BRICK, NJ 08724",BRICK,ExaStr,"38 SUTTON DR, BRICK, NJ 08724",08724,1457,C080,Rooftop,40.105246,-74.134746,0.0,"CO34029, CS3407420, DB3402220, RS0000273997, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,579ce619be286c6622515f5e272d1930,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1972.0,CONDOMINIUM,11,920,1.0,2.0,2022-11-10,2022-11-10,,
475,248000.0,2021-09-07,3709948,34029,07  01427-0000-00005-0000-C0020,3709948,0.1447888,US,NJ,20 BRIAR MILLS DR,"BRICK, NJ 08724",BRICK,ExaStr,"20 BRIAR MILLS DR, BRICK, NJ 08724",08724,1436,C080,Rooftop,40.106112,-74.131966,0.0,"CO34029, CS3407420, DB3402220, RS0000305954, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,b34509458f4b6e207e3e7e123db964eb,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1330,2.0,3.0,2022-09-07,2022-09-07,,
476,118000.0,2014-01-06,3709952,34029,07  01427-0000-00005-0000-C0059,3709952,0.119697,US,NJ,59 BRIAR MILLS DR,"BRICK, NJ 08724",BRICK,ExaStr,"59 BRIAR MILLS DR, BRICK, NJ 08724",08724,1435,C080,Rooftop,40.107394,-74.131479,0.0,"CO34029, CS3407420, DB3402220, RS0000305954, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,b34509458f4b6e207e3e7e123db964eb,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1120,2.0,2.0,2022-10-05,2022-10-05,,
477,58000.0,2000-10-24,3709953,34029,07  01427-0000-00005-0000-C0063,3709953,0.1188017,US,NJ,63 BRIAR MILLS DR,"BRICK, NJ 08724",BRICK,ExaStr,"63 BRIAR MILLS DR, BRICK, NJ 08724",08724,1435,C080,Rooftop,40.107331,-74.131573,0.0,"CO34029, CS3407420, DB3402220, RS0000305954, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,b34509458f4b6e207e3e7e123db964eb,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1120,2.0,2.0,2022-10-28,2022-10-28,,
478,129000.0,2020-09-12,3709954,34029,07  01427-0000-00005-0000-C0057,3709954,0.1188017,US,NJ,57 BRIAR MILLS DR,"BRICK, NJ 08724",BRICK,ExaStr,"57 BRIAR MILLS DR, BRICK, NJ 08724",08724,1435,C080,Rooftop,40.107427,-74.131431,0.0,"CO34029, CS3407420, DB3402220, RS0000305954, SB0000142672, SB0000147989, SB0000147990, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,b34509458f4b6e207e3e7e123db964eb,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1120,2.0,2.0,2020-11-04,2020-11-04,,
479,95000.0,,3709955,34029,07  01427-0000-00005-0000-C0065,3709955,0.1188017,US,NJ,65 BRIAR MILLS DR,"BRICK, NJ 08724",BRICK,ExaStr,"65 BRIAR MILLS DR, BRICK, NJ 08724",08724,1435,C080,Rooftop,40.107292,-74.131610,0.0,"CO34029, CS3407420, DB3402220, RS0000305954, ZI08724",b3490602dba74b013418ee57d5a39808,3108bc332e018a9c86c5a13906a49255,35f6b790c4ff5e14bd7e24453b95b8b7,b34509458f4b6e207e3e7e123db964eb,"77f11cd01f2162689f97758fc8213ad1,aa39c0905ea65584fc4c1d0bfa43c9c3",bbf1588b6024916eaa79f0b79f8d4121,Condominium (residential),Residential,CONDOMINIUM,1974.0,CONDOMINIUM,11,1120,2.0,2.0,2018-04-25,2018-04-25,,
